# Directed graph (each unordered pair of nodes is saved once): CA-CondMat.txt 
# Collaboration network of Arxiv Condensed Matter category (there is an edge if authors coauthored at least one paper)
# Nodes: 23133 Edges: 186936
# FromNodeId	ToNodeId
60878	51562
60878	52526
60878	57493
60878	61429
60878	68161
60878	76387
60878	85843
60878	87669
60878	88217
60878	103104
103104	583
103104	1329
103104	1895
103104	14200
103104	18098
103104	20647
103104	20999
103104	22647
103104	23196
103104	23287
103104	30908
103104	31788
103104	33030
103104	36293
103104	37309
103104	41495
103104	49031
103104	50693
103104	51562
103104	52526
103104	53791
103104	56384
103104	58458
103104	60878
103104	60987
103104	61846
103104	62202
103104	68161
103104	73449
103104	76387
103104	77179
103104	85589
103104	89850
103104	91159
103104	94348
103104	95659
103104	98021
103104	101269
103104	106626
103104	106877
103104	107405
52526	10844
52526	13809
52526	13918
52526	21888
52526	22215
52526	28226
52526	39079
52526	40494
52526	45864
52526	46269
52526	46643
52526	48307
52526	50005
52526	52287
52526	53541
52526	58251
52526	60878
52526	64685
52526	65725
52526	67146
52526	72698
52526	81732
52526	88487
52526	88748
52526	89030
52526	89785
52526	91211
52526	93351
52526	94261
52526	97575
52526	97721
52526	102138
52526	102374
52526	103104
52526	108088
79145	1265
79145	3891
79145	5620
79145	7707
79145	10001
79145	12560
79145	14172
79145	14341
79145	15345
79145	15570
79145	18654
79145	18834
79145	19620
79145	20873
79145	21987
79145	22642
79145	23078
79145	25043
79145	29021
79145	29211
79145	32250
79145	34036
79145	34376
79145	34890
79145	35805
79145	38204
79145	49044
79145	51856
79145	53081
79145	53569
79145	55364
79145	55468
79145	57036
79145	57812
79145	59345
79145	62258
79145	63921
79145	65790
79145	66405
79145	68949
79145	70081
79145	71064
79145	74278
79145	74869
79145	78851
79145	79008
79145	82120
79145	82686
79145	83824
79145	89726
79145	90572
79145	94916
79145	94927
79145	96866
79145	97254
79145	97276
79145	102554
74869	550
74869	1226
74869	2126
74869	2621
74869	3526
74869	3821
74869	3891
74869	6846
74869	7253
74869	7707
74869	10001
74869	10072
74869	10145
74869	12560
74869	13125
74869	14341
74869	15570
74869	18654
74869	19620
74869	20247
74869	20873
74869	23418
74869	28191
74869	29976
74869	34036
74869	34770
74869	34890
74869	35805
74869	38204
74869	38533
74869	41849
74869	49044
74869	51134
74869	51850
74869	53081
74869	53090
74869	53569
74869	57036
74869	57812
74869	60070
74869	60137
74869	62113
74869	62258
74869	63473
74869	63921
74869	67849
74869	67869
74869	71064
74869	74278
74869	75750
74869	78667
74869	78851
74869	79145
74869	81960
74869	82686
74869	83824
74869	85465
74869	89726
74869	90536
74869	90572
74869	97254
74869	97276
74869	101755
74869	102554
74869	105779
74869	105945
74869	107675
74869	107724
107724	3685
107724	6846
107724	10001
107724	10145
107724	14261
107724	14883
107724	18654
107724	32394
107724	36956
107724	41636
107724	43149
107724	43266
107724	52782
107724	55480
107724	62113
107724	63473
107724	67662
107724	74869
107724	78157
107724	78667
107724	81960
107724	85465
107724	97788
85465	18420
85465	18654
85465	22931
85465	40895
85465	73952
85465	74869
85465	81759
85465	87237
85465	97884
85465	106175
85465	107382
85465	107724
26922	6998
26922	21817
26922	32987
26922	36435
26922	40305
26922	49333
26922	59172
26922	73751
26922	78070
26922	78686
31077	6195
31077	10185
31077	27096
31077	33437
31077	42343
31077	51079
31077	63545
31077	63974
31077	90572
51079	8007
51079	8266
51079	31077
51079	42343
51079	63835
51079	72564
51079	73157
51079	85318
107254	6806
107254	25516
107254	30365
107254	39131
107254	56672
107254	63645
107254	63967
107254	70018
107254	76808
107254	81626
107254	83197
107254	104609
107254	105312
107254	106876
92451	983
92451	1690
92451	5165
92451	7451
92451	14367
92451	15900
92451	21298
92451	25928
92451	30365
92451	34979
92451	36291
92451	39140
92451	41136
92451	43846
92451	45769
92451	50209
92451	52449
92451	63154
92451	79693
92451	80788
92451	81391
92451	83361
92451	105558
77921	3881
77921	19882
3881	1726
3881	1821
3881	3483
3881	3526
3881	7501
3881	13445
3881	19882
3881	34770
3881	35632
3881	38533
3881	43359
3881	43846
3881	48476
3881	58010
3881	65345
3881	65452
3881	75056
3881	76111
3881	76163
3881	77921
3881	87957
3881	89454
3881	96395
3881	106876
19882	3881
19882	5328
19882	11760
19882	12880
19882	20980
19882	24295
19882	24350
19882	25772
19882	34565
19882	42093
19882	47988
19882	49385
19882	50438
19882	50541
19882	60878
19882	66990
19882	68298
19882	72149
19882	74611
19882	74642
19882	74708
19882	75358
19882	76086
19882	77921
19882	86966
19882	87253
19882	87616
19882	87669
19882	89540
19882	91392
19882	95701
19882	100032
19882	101284
19882	104108
19882	104748
19882	104944
101889	12097
101889	29435
101889	34512
101889	37716
101889	48905
101889	60518
101889	63410
101889	69004
101889	73687
101889	89285
101889	93055
101889	96602
101889	103205
34512	12097
34512	29435
34512	60518
34512	63410
34512	65326
34512	69004
34512	82686
34512	89285
34512	96602
34512	101889
34512	107281
80128	12472
80128	22564
80128	26448
80128	32678
80128	33131
80128	52008
80128	56847
80128	60787
80128	62144
80128	66481
80128	70691
80128	76343
80128	85266
80128	87237
80128	93101
80128	98184
80128	99711
93101	16554
93101	22564
93101	37118
93101	50984
93101	51059
93101	79910
93101	80128
93101	87237
37417	1034
37417	36588
37417	48773
37417	52848
37417	61330
37417	98835
37417	99062
37417	105072
48773	912
48773	1034
48773	23069
48773	30019
48773	32114
48773	32155
48773	37417
48773	43709
48773	52449
48773	52658
48773	60662
48773	66908
48773	67549
48773	75776
48773	76044
48773	88909
48773	92931
48773	93388
48773	99062
48773	105072
99062	1034
99062	37417
99062	44211
99062	48773
36359	36740
77976	3164
77976	4104
77976	14531
77976	19729
77976	32281
77976	33045
77976	38139
77976	43102
77976	46269
77976	56095
77976	62369
77976	66384
77976	69807
77976	78721
77976	81626
77976	82175
77976	83197
77976	85146
77976	92096
77976	104019
77976	104841
87237	1895
87237	8953
87237	14096
87237	16554
87237	19111
87237	19789
87237	20266
87237	22987
87237	29976
87237	31919
87237	35730
87237	37118
87237	39026
87237	49167
87237	49669
87237	50984
87237	51059
87237	64428
87237	64685
87237	66131
87237	72564
87237	77364
87237	80128
87237	80349
87237	85465
87237	86381
87237	86638
87237	88543
87237	89088
87237	93101
87237	94402
87237	97632
87237	100978
87237	105847
51059	14096
51059	16554
51059	37118
51059	39026
51059	76872
51059	86381
51059	87237
51059	93101
51059	100978
16554	8592
16554	37118
16554	51059
16554	87237
16554	93101
16554	95120
97254	2139
97254	3723
97254	18654
97254	30520
97254	39620
97254	64404
97254	74869
97254	76403
97254	78283
97254	78851
97254	79145
97254	87756
97254	89285
97254	96866
97254	103807
78851	649
78851	2139
78851	2593
78851	2716
78851	4750
78851	18654
78851	19120
78851	24300
78851	24937
78851	27649
78851	28191
78851	28226
78851	28349
78851	30551
78851	31531
78851	34036
78851	35948
78851	37431
78851	37921
78851	38981
78851	39150
78851	42563
78851	43118
78851	45585
78851	46566
78851	48141
78851	48594
78851	51134
78851	52174
78851	54757
78851	56476
78851	60288
78851	62113
78851	63410
78851	64375
78851	65112
78851	66606
78851	67123
78851	68281
78851	74869
78851	76143
78851	78283
78851	79145
78851	81804
78851	82260
78851	85899
78851	87756
78851	87814
78851	88228
78851	88656
78851	88748
78851	88808
78851	89351
78851	96866
78851	97254
78851	100108
78851	101755
78851	102554
78851	106740
78851	107324
78851	107564
78851	107956
78851	108106
31116	38071
31116	43135
31116	53376
31116	68262
31116	80934
43135	31116
43135	43138
82593	23757
82593	27138
82593	42093
82593	56242
82593	78978
78978	21672
78978	27773
78978	30421
78978	34676
78978	54621
78978	64804
78978	80421
78978	82593
78978	84791
78978	106016
46352	1420
46352	2503
46352	20771
46352	27962
46352	35066
46352	51014
46352	86066
46352	90968
46352	106402
13719	608
13719	12484
13719	13356
13719	14227
13719	18431
13719	25781
13719	30546
13719	32698
13719	35386
13719	57138
13719	57168
13719	66489
13719	72438
13719	72506
13719	74214
13719	76056
13719	94658
13719	99423
13719	99879
13719	106359
30546	13719
30546	25781
30546	35386
30546	57138
30546	66489
30546	74214
30546	76056
30546	99879
99879	13719
99879	21354
99879	25781
99879	30546
99879	35386
99879	74214
99879	76056
99879	94658
35388	67324
67324	35388
49343	75438
75438	49343
80939	91096
80939	98708
67518	70740
70740	28676
70740	67518
24539	4903
24539	15519
24539	29171
24539	34651
24539	48025
24539	52047
24539	61895
24539	99203
34651	24539
61723	66750
61723	96488
61723	97347
61723	98966
66750	61723
66750	96488
66750	97347
66750	98966
96488	61723
96488	66750
96488	97347
97347	2534
97347	4216
97347	7900
97347	9079
97347	13517
97347	14074
97347	17029
97347	17095
97347	17430
97347	19581
97347	24031
97347	26970
97347	27024
97347	29574
97347	29976
97347	30754
97347	32276
97347	38026
97347	39976
97347	44858
97347	45217
97347	47678
97347	49479
97347	52122
97347	53708
97347	61723
97347	62552
97347	64715
97347	66384
97347	66750
97347	66770
97347	71094
97347	72698
97347	73350
97347	81431
97347	84968
97347	87399
97347	87756
97347	90234
97347	94402
97347	94927
97347	96488
97347	97552
97347	97721
97347	99126
97347	102210
97347	102805
97347	105534
97347	105927
6846	5428
6846	9259
6846	12621
6846	13688
6846	16700
6846	23240
6846	40854
6846	62113
6846	63473
6846	64346
6846	74869
6846	85435
6846	87609
6846	99485
6846	107724
62113	1226
62113	1273
62113	2716
62113	4216
62113	6449
62113	6846
62113	7707
62113	9569
62113	9850
62113	10691
62113	13125
62113	13540
62113	15850
62113	16665
62113	18654
62113	19383
62113	19891
62113	23418
62113	24775
62113	27649
62113	29154
62113	29380
62113	31775
62113	32820
62113	33242
62113	34036
62113	34376
62113	34770
62113	36517
62113	37913
62113	38204
62113	39981
62113	42268
62113	42563
62113	44506
62113	50143
62113	51728
62113	52122
62113	52986
62113	56476
62113	57846
62113	61084
62113	62258
62113	63473
62113	64531
62113	65419
62113	68281
62113	69716
62113	70314
62113	71791
62113	72564
62113	74869
62113	74981
62113	75109
62113	78701
62113	78851
62113	83509
62113	87685
62113	87729
62113	87814
62113	90572
62113	91159
62113	91798
62113	92797
62113	94261
62113	94787
62113	95896
62113	96596
62113	96866
62113	97224
62113	98377
62113	100446
62113	103848
62113	105945
62113	106740
62113	107724
62113	108050
63473	930
63473	1816
63473	6846
63473	8610
63473	8611
63473	10145
63473	10520
63473	17291
63473	19990
63473	21515
63473	24444
63473	29320
63473	37599
63473	56847
63473	57340
63473	62113
63473	66276
63473	71784
63473	73916
63473	74869
63473	78587
63473	95112
63473	99485
63473	100890
63473	102637
63473	106175
63473	107724
72242	7668
72242	23886
72242	36271
72242	48658
24802	4436
24802	7399
24802	18212
24802	19186
24802	22391
24802	26750
24802	28266
24802	40331
24802	44858
24802	45286
24802	61974
24802	62165
24802	72564
24802	73952
24802	106144
44858	209
44858	485
44858	1329
44858	1895
44858	2534
44858	7930
44858	14502
44858	17095
44858	19729
44858	24802
44858	37969
44858	46269
44858	46805
44858	57559
44858	66384
44858	86550
44858	95095
44858	97347
44858	98707
23592	718
23592	3452
23592	4112
23592	8416
23592	15454
23592	15947
23592	23869
23592	28575
23592	32438
23592	34209
23592	35142
23592	37860
23592	39689
23592	44269
23592	44471
23592	46269
23592	47245
23592	48483
23592	52726
23592	53487
23592	60878
23592	62642
23592	73122
23592	73647
23592	83495
23592	84356
23592	85865
23592	88071
23592	96260
23592	102045
23592	103313
23592	103439
23592	105031
36082	22863
36082	42190
36082	46317
36082	47799
36082	55972
13443	4436
13443	12690
13443	15148
13443	20374
13443	33259
13443	33410
13443	54380
13443	66863
13443	72820
13443	81679
13443	82686
13443	82865
70220	35688
70220	51282
70220	52421
70220	82609
70220	85684
70220	91392
102374	28226
102374	34940
102374	44061
102374	52526
102374	65725
102374	88748
102374	94261
34940	40111
34940	44061
34940	52868
34940	54503
34940	67650
34940	78314
34940	99505
34940	102374
104657	6796
104657	14330
104657	15900
104657	22757
104657	27921
104657	28034
104657	34619
104657	38942
104657	40607
104657	41779
104657	42190
104657	43643
104657	44654
104657	46155
104657	52364
104657	56439
104657	56672
104657	68811
104657	70727
104657	73647
104657	77379
104657	78521
104657	84490
104657	92629
104657	92709
104657	93450
104657	101472
104657	103498
104657	103519
104657	104355
104657	105594
19150	29863
19150	49630
19150	65378
19150	77861
19150	98806
65378	5088
65378	7880
65378	7889
65378	10295
65378	19150
65378	29863
65378	29876
65378	45384
65378	49630
65378	51942
65378	62191
65378	86381
65378	87044
65378	89340
65378	91100
65378	96520
65378	98806
65378	102478
49630	19150
49630	65378
49630	68567
49630	82401
49630	89340
98835	1034
98835	7772
98835	37417
98835	43709
98835	44152
98835	61330
98835	75046
98835	81483
98835	105072
81483	1034
81483	43709
81483	98835
77428	30365
21181	3973
21181	6823
21181	7542
21181	8536
21181	13936
21181	17253
21181	18288
21181	20619
21181	26087
21181	26395
21181	31216
21181	31232
21181	34266
21181	36890
21181	37081
21181	40687
21181	43526
21181	45332
21181	46826
21181	49113
21181	51028
21181	52903
21181	56789
21181	57832
21181	59003
21181	59696
21181	59714
21181	61170
21181	61392
21181	67848
21181	69877
21181	71713
21181	79740
21181	79784
21181	79806
21181	79867
21181	80718
21181	82526
21181	86090
21181	86093
21181	88656
21181	92533
21181	94537
21181	94873
21181	96147
16246	62
16246	1895
16246	7794
16246	8953
16246	19130
16246	23923
16246	25748
16246	27458
16246	29106
16246	29467
16246	32702
16246	35407
16246	41212
16246	42649
16246	43521
16246	44997
16246	45051
16246	58544
16246	62754
16246	63527
16246	64164
16246	65398
16246	68262
16246	69510
16246	74174
16246	76662
16246	80266
16246	81626
16246	82686
16246	84565
16246	84569
16246	86550
16246	86968
16246	87057
16246	90037
16246	91476
16246	92020
16246	94754
16246	100086
16246	104841
16246	105915
16246	108260
74676	12462
74676	20527
74676	21945
74676	35889
74676	57297
74676	96871
21945	12462
21945	20527
21945	57297
21945	74676
12462	20527
12462	21945
12462	51362
12462	57297
12462	74676
12462	86430
20527	2822
20527	12462
20527	19547
20527	20873
20527	21945
20527	31246
20527	55218
20527	57297
20527	74676
20527	85118
20527	90060
2621	24444
2621	26655
2621	42605
2621	51722
2621	74869
2621	82809
2621	90536
2621	91478
2621	93679
2621	102252
90536	2621
90536	2716
90536	4974
90536	5404
90536	6378
90536	12496
90536	13061
90536	13163
90536	18654
90536	23802
90536	27120
90536	29211
90536	33314
90536	33410
90536	37431
90536	48594
90536	51908
90536	55468
90536	59345
90536	66606
90536	66871
90536	70476
90536	71710
90536	72190
90536	74869
90536	78554
90536	82809
90536	83887
90536	94431
90536	96395
90536	96911
90536	107360
9238	11822
9238	40634
9238	43825
9238	46694
9238	46706
9238	48528
9238	57825
9238	95573
9238	108223
73811	4395
73811	18174
73811	27537
73811	38908
73811	44753
73811	79087
73811	85624
73811	91681
73811	100454
73811	103114
73811	105429
85624	4395
85624	11762
85624	16617
85624	18174
85624	21783
85624	27537
85624	35273
85624	36463
85624	38908
85624	38946
85624	43353
85624	44497
85624	49376
85624	57259
85624	67408
85624	73811
85624	82865
85624	84268
85624	84412
85624	84784
85624	91681
85624	93651
85624	94695
85624	99638
85624	100454
85624	100681
85624	103114
55867	15457
55867	15590
55867	17807
55867	20313
55867	28425
55867	46967
55867	50541
55867	53625
55867	66990
55867	75358
55867	76485
55867	83887
55867	86995
55867	87723
55867	92629
55867	95462
55867	96395
55867	97839
55867	101284
55867	104748
55867	105534
55867	108148
105534	550
105534	15975
105534	17095
105534	18715
105534	18745
105534	18881
105534	24381
105534	25236
105534	30754
105534	33103
105534	38513
105534	53969
105534	54956
105534	55620
105534	55867
105534	58389
105534	63865
105534	66770
105534	70187
105534	76485
105534	92629
105534	97347
105534	101067
105534	101284
105534	101355
105534	103679
105534	104523
105534	105609
105534	106764
91159	4436
91159	11596
91159	12022
91159	12237
91159	13125
91159	22564
91159	31033
91159	31971
91159	38468
91159	42042
91159	44232
91159	48881
91159	54819
91159	62113
91159	62327
91159	83197
91159	101103
91159	103104
91159	108050
26002	4853
26002	5386
26002	6673
26002	7007
26002	14531
26002	15193
26002	15263
26002	15778
26002	28587
26002	30365
26002	30488
26002	39160
26002	43581
26002	46269
26002	47502
26002	48028
26002	51568
26002	52203
26002	54380
26002	56095
26002	56148
26002	56672
26002	58382
26002	58947
26002	63645
26002	63823
26002	66384
26002	66863
26002	69899
26002	69922
26002	70944
26002	71205
26002	71661
26002	74934
26002	80131
26002	83197
26002	86550
26002	88334
26002	91898
26002	92123
26002	98986
26002	99935
26002	100924
26002	101472
26002	103796
26002	104997
26002	105429
26002	107885
26002	108082
103796	1369
103796	7583
103796	15129
103796	15233
103796	15263
103796	21279
103796	26002
103796	35536
103796	47789
103796	48071
103796	49973
103796	53994
103796	55298
103796	76989
103796	88000
103796	92575
103796	92811
103796	102138
103796	104566
103796	104577
103796	104716
103796	105594
38468	2183
38468	9545
38468	9658
38468	10543
38468	12608
38468	17379
38468	18824
38468	19211
38468	25695
38468	26311
38468	29477
38468	32441
38468	33118
38468	35331
38468	37130
38468	38502
38468	38606
38468	38864
38468	39131
38468	41495
38468	42396
38468	46317
38468	48194
38468	48272
38468	49973
38468	50889
38468	53741
38468	54517
38468	54819
38468	54862
38468	54888
38468	56467
38468	56672
38468	59680
38468	67224
38468	70838
38468	72730
38468	72898
38468	73647
38468	74698
38468	76496
38468	77426
38468	77995
38468	79387
38468	79643
38468	80627
38468	82013
38468	82438
38468	83197
38468	86063
38468	87116
38468	87981
38468	89351
38468	91159
38468	91864
38468	92034
38468	92533
38468	92541
38468	94133
38468	95251
38468	96144
38468	100639
38468	101052
38468	101213
38468	101284
38468	101355
38468	103979
38468	106586
38468	106718
38468	106773
38468	106905
38468	107051
38468	107287
38468	107341
38468	107445
83197	10765
83197	14873
83197	14900
83197	18881
83197	19111
83197	19508
83197	19729
83197	22234
83197	23548
83197	24329
83197	25516
83197	26002
83197	26667
83197	29518
83197	30365
83197	32332
83197	33037
83197	34219
83197	34442
83197	35848
83197	36124
83197	37118
83197	38468
83197	38533
83197	38568
83197	39131
83197	39429
83197	43484
83197	45509
83197	45876
83197	46016
83197	46269
83197	46912
83197	47592
83197	47845
83197	48573
83197	48881
83197	50316
83197	50858
83197	50984
83197	53589
83197	54178
83197	54819
83197	56672
83197	62327
83197	63930
83197	66384
83197	67096
83197	70018
83197	72044
83197	72730
83197	74551
83197	75765
83197	76352
83197	76808
83197	77132
83197	77976
83197	78027
83197	81626
83197	82438
83197	86473
83197	86557
83197	89847
83197	90787
83197	91159
83197	91898
83197	92416
83197	94173
83197	94703
83197	96278
83197	101103
83197	103979
83197	104179
83197	106740
83197	106876
83197	107254
83197	107564
83197	107640
83197	108201
31928	61999
61999	31928
19557	4216
19557	19547
19557	40495
19557	42343
40495	19557
15936	37446
15936	65811
15936	75100
65811	1422
65811	15936
65811	43899
65811	63856
65811	75100
65811	77879
7583	6195
7583	29130
7583	29171
7583	34311
7583	50393
7583	52148
7583	56029
7583	71830
7583	78158
7583	86589
7583	103796
29130	7583
29130	34311
29130	71830
71830	7583
71830	29130
71830	34311
71830	53171
71830	86589
53121	13192
53121	27249
53121	85962
53121	106610
85962	13192
85962	27249
85962	53121
85962	76669
85962	79754
85962	79767
85962	106610
60518	3769
60518	11063
60518	11858
60518	12097
60518	12496
60518	14261
60518	15778
60518	16322
60518	16660
60518	22409
60518	26448
60518	31851
60518	33131
60518	34512
60518	34638
60518	43643
60518	45810
60518	46066
60518	46372
60518	46373
60518	54569
60518	58947
60518	61339
60518	64246
60518	65326
60518	67014
60518	76511
60518	83562
60518	83906
60518	84521
60518	89285
60518	89529
60518	91453
60518	93055
60518	94304
60518	95893
60518	96122
60518	101889
60518	102933
60518	103006
60518	107436
60518	108149
90037	4322
90037	5836
90037	8416
90037	16246
90037	23254
90037	28347
90037	30520
90037	32438
90037	74174
90037	81626
90037	89285
90037	95167
66173	62891
66173	69181
66173	81997
66173	105312
105312	6806
105312	30365
105312	44328
105312	54870
105312	56672
105312	62958
105312	63645
105312	63967
105312	65890
105312	66173
105312	68102
105312	68754
105312	70767
105312	87756
105312	96866
105312	97721
105312	104609
105312	106876
105312	107254
79353	6121
79353	22228
79353	34845
79353	36740
79353	37790
79353	37882
79353	43350
79353	64322
79353	65841
79353	85684
6654	56491
6654	92629
108050	4436
108050	8363
108050	9567
108050	12022
108050	13770
108050	43902
108050	54460
108050	55274
108050	55595
108050	58716
108050	59172
108050	62113
108050	65635
108050	68281
108050	71130
108050	73751
108050	75650
108050	91159
108050	91478
108050	101111
108050	101355
55274	5466
55274	13877
55274	58716
55274	65635
55274	75650
55274	108050
82438	38468
82438	83197
28347	1545
28347	3492
28347	4322
28347	5466
28347	6088
28347	23802
28347	34376
28347	52902
28347	55468
28347	88983
28347	90037
28347	99271
28347	99430
4322	6088
4322	23802
4322	28347
4322	52902
4322	55468
4322	90037
4322	99430
103888	14454
14454	19051
14454	23069
14454	30901
14454	31899
14454	32891
14454	33102
14454	39381
14454	48156
14454	56098
14454	57735
14454	69347
14454	103888
14454	105039
21329	26383
26383	2555
26383	21329
26383	28866
26383	36094
26383	37637
26383	42903
26383	47519
26383	59065
26383	70022
26383	72933
26383	75446
26383	78597
26383	86720
26383	104987
13770	75650
13770	107795
13770	108050
17095	368
17095	485
17095	2534
17095	4104
17095	11500
17095	14652
17095	17029
17095	21716
17095	23092
17095	26130
17095	29574
17095	30921
17095	37435
17095	38026
17095	38046
17095	39976
17095	44858
17095	54862
17095	55172
17095	58255
17095	62552
17095	63865
17095	65557
17095	70314
17095	71241
17095	72698
17095	76485
17095	77314
17095	77364
17095	84968
17095	85295
17095	86880
17095	88516
17095	89796
17095	91989
17095	97347
17095	101103
17095	105534
62552	209
62552	4436
62552	12377
62552	12545
62552	14502
62552	17095
62552	20850
62552	48875
62552	66863
62552	68312
62552	82914
62552	88812
62552	97347
62552	102395
8007	8266
8007	42343
8007	51079
8007	63835
21515	229
21515	4436
21515	8363
21515	12150
21515	14652
21515	19200
21515	22231
21515	24444
21515	38400
21515	57340
21515	60987
21515	63473
21515	64346
21515	66276
21515	78587
21515	79665
21515	89004
21515	99485
21515	102637
9539	38001
9539	53150
9539	61632
9539	75112
38001	9539
38001	53150
38001	61632
38001	75112
61632	9539
61632	38001
61632	43158
61632	53150
61632	61545
61632	75112
9412	4750
9412	6089
9412	6479
9412	25459
9412	33182
9412	33269
9412	35597
9412	41017
9412	41591
9412	42961
9412	44388
9412	49959
9412	75650
9412	79848
9412	91574
9412	96901
9412	102554
96197	12602
96197	14407
96197	20216
96197	25411
96197	27814
96197	28494
96197	28824
96197	31214
96197	33572
96197	36614
96197	39209
96197	51070
96197	57763
96197	57977
96197	60145
96197	61935
96197	62577
96197	70820
96197	74300
96197	74511
96197	82088
96197	82581
96197	95071
96197	96692
96197	99790
96197	103162
96197	103884
96197	107793
73849	930
73849	3229
73849	4104
73849	6598
73849	7092
73849	24098
73849	27051
73849	39689
73849	41059
73849	44373
73849	61032
73849	64685
73849	64734
73849	65010
73849	65503
73849	84715
73849	86296
73849	87609
73849	89629
73849	100773
73849	101931
6598	327
6598	6919
6598	8745
6598	11174
6598	12237
6598	18806
6598	27051
6598	38317
6598	40854
6598	41059
6598	42414
6598	46327
6598	47327
6598	51522
6598	53541
6598	53674
6598	61078
6598	62695
6598	62740
6598	64225
6598	66460
6598	67882
6598	70542
6598	71990
6598	73849
6598	78395
6598	85028
6598	88487
6598	88884
6598	95712
6598	97544
85084	27547
85084	33544
85084	37743
85084	49520
85084	60698
85084	103316
60698	27547
60698	30365
60698	33544
60698	48403
60698	61531
60698	84715
60698	84792
60698	84940
60698	85000
60698	85084
60698	87057
60698	89367
60698	91499
60698	103316
36177	1816
36177	4863
36177	5600
36177	6869
36177	8745
36177	11660
36177	12237
36177	22708
36177	24472
36177	24840
36177	25052
36177	30016
36177	30488
36177	38738
36177	45439
36177	49235
36177	51685
36177	55473
36177	59637
36177	66460
36177	68657
36177	77009
36177	84899
36177	84968
36177	85057
36177	99238
36177	103113
66460	4031
66460	4513
66460	6185
66460	6598
66460	6911
66460	9645
66460	10465
66460	11283
66460	16144
66460	20135
66460	23277
66460	23767
66460	24074
66460	24528
66460	27079
66460	27940
66460	30488
66460	30656
66460	35284
66460	35820
66460	36177
66460	36659
66460	38811
66460	38873
66460	39883
66460	43484
66460	45011
66460	45298
66460	46327
66460	46912
66460	49031
66460	55084
66460	61994
66460	63596
66460	66531
66460	69724
66460	70354
66460	92175
66460	94582
66460	97886
66460	98238
66460	99945
66460	101695
66460	101705
66460	102683
66460	103895
66460	106366
6479	1074
6479	8655
6479	9412
6479	16887
6479	17120
6479	23462
6479	24679
6479	25459
6479	41017
6479	43943
6479	54757
6479	58255
6479	75650
6479	79848
6479	92511
6479	101472
1074	2631
1074	3200
1074	6479
1074	7049
1074	8254
1074	8536
1074	8977
1074	9171
1074	10253
1074	11699
1074	16887
1074	28375
1074	28628
1074	32021
1074	34626
1074	40935
1074	42263
1074	43714
1074	47022
1074	48710
1074	50829
1074	50840
1074	50950
1074	51028
1074	51031
1074	51052
1074	51584
1074	54396
1074	55701
1074	57702
1074	59365
1074	61392
1074	64131
1074	73211
1074	78521
1074	81148
1074	82037
1074	85796
1074	85982
1074	92533
1074	93303
1074	93813
1074	95401
51716	6121
51716	34845
51716	83876
51716	95759
51716	101191
83876	2716
83876	6121
83876	8986
83876	12942
83876	18134
83876	18654
83876	19822
83876	20113
83876	21385
83876	22891
83876	23499
83876	23941
83876	24261
83876	25067
83876	32777
83876	35888
83876	36252
83876	37559
83876	39005
83876	41150
83876	43521
83876	44526
83876	44944
83876	49964
83876	51716
83876	55153
83876	60537
83876	63645
83876	65268
83876	66405
83876	66606
83876	69439
83876	70331
83876	70718
83876	72182
83876	73904
83876	75010
83876	76143
83876	77467
83876	78254
83876	79179
83876	80663
83876	83824
83876	84612
83876	85388
83876	89180
83876	92722
83876	95759
83876	96754
83876	96866
83876	97998
83876	99005
83876	100327
83876	101191
83876	106502
83876	106876
83876	107762
95759	1369
95759	2631
95759	6121
95759	31828
95759	42163
95759	47022
95759	51716
95759	83876
95759	101191
69104	23004
69104	34925
69104	46714
69104	62838
69104	65733
69104	69656
69104	92736
69104	108106
65157	35966
35966	1791
35966	17598
35966	34950
35966	54538
35966	64875
35966	65157
35966	70619
35966	88594
35966	102849
57501	2050
57501	15263
57501	86311
57501	106359
3389	1265
3389	2050
3389	16136
3389	27224
3389	56524
3389	74776
3389	79490
3389	84295
3389	86090
3389	86095
3389	90493
79490	1265
79490	3389
79490	3400
79490	8272
79490	19136
79490	21817
79490	24031
79490	30079
79490	36124
79490	36435
79490	37250
79490	40097
79490	72201
79490	73046
79490	76424
79490	84295
79490	85430
79490	88976
1265	3389
1265	5484
1265	15345
1265	18654
1265	19136
1265	21817
1265	36435
1265	51623
1265	57812
1265	63921
1265	66405
1265	70081
1265	74492
1265	79145
1265	79490
1265	84295
1265	92377
1265	97009
1265	103878
21817	1265
21817	2794
21817	4766
21817	15932
21817	17655
21817	26922
21817	28450
21817	33943
21817	36435
21817	37988
21817	49096
21817	54612
21817	57163
21817	59610
21817	68695
21817	72354
21817	73751
21817	76765
21817	78686
21817	79490
21817	93471
21817	93479
21817	108064
102292	14502
102292	37446
102292	38232
38232	14502
38232	36833
38232	37446
38232	40241
38232	79866
38232	94208
38232	94862
38232	102292
37446	2394
37446	14531
37446	15562
37446	15936
37446	38232
37446	43154
37446	45312
37446	54062
37446	65481
37446	68754
37446	102292
37446	104523
36271	10240
36271	23886
36271	48658
36271	58130
36271	60251
36271	60775
36271	60938
36271	71802
36271	72242
36271	73904
36271	89212
36271	92036
60281	3643
60281	12690
60281	16747
60281	22987
60281	28628
60281	29850
60281	33578
60281	33579
60281	33615
60281	50740
60281	57759
60281	64428
60281	68737
60281	72086
60281	77284
60281	78014
60281	82371
60281	88396
60281	93248
